Name,airplane,anchor,balloon,banana,bed,bicycle,blade,blender,blimp,bottle,cake,camera,candle,cannon,car,chair,chandelier,chessboard,clock,computer,couch,cross,cup,desk,dice,donut,door,doorknob,dresser,drums,elephant,fan,fireplace,fish,flashlight,globe,grenade,guitar,gun,hammer,handgun,handle,harmonica,hat,headphones,helicopter,hourglass,hydrant,key,keyboard,ladder,lock,locomotive,mailbox,microwave,motorcycle,person,piano,plant,plate,pliers,radio,remote,sailboat,scissors,screwdriver,sign,sink,skateboard,skull,speaker,spotlight,stapler,stoplight,submarine,synthesizer,tank,telephone,television,toaster,toilet,tree,trombone,trumpet,turntable,tyrannosaurus,umbrella,windmill,wrench,yacht,camp,cure,relax,double,challenge,greet,cry,imagine,breathe,spoil,clear,bat,offend,scold,count,suspend,attend,slap,risk,prevent,settle,soak,deceive,hand,scorch,eat,hit
airplane,1.0,0.317771576454,0.806541585744,0.141007058534,0.379016737436,0.653560419723,0.351873258582,6.51535805177e-300,0.131282283256,0.352177584495,0.0847630870168,0.333227213548,0.326825328538,0.320310513354,0.719433907227,0.349093274695,0.212256028754,4.6116974629e-300,0.332028018958,0.370124614024,0.336754442179,0.241602006743,0.339176321646,0.359536413001,0.28281317692,0.0687129185517,0.264566804495,0.116020583243,0.346882436062,0.326825328538,0.151326253197,0.333227213548,0.256558948835,0.180349941851,0.313667563286,-0.0,0.308211207925,0.322526603265,0.393331356105,0.311165033759,0.354468096328,0.154764656171,0.279191878705,0.25099525761,0.342329399195,0.777282322847,6.51535805177e-300,0.226722026639,0.362746053172,0.296824621524,0.227789373692,0.330747264843,0.62000276287,0.302410768715,0.203666826761,1.18435295814e-299,0.273433494933,0.345474609828,0.206737822355,0.23586471888,0.279191878705,0.34820044402,0.327886829522,0.65797799959,0.296824621524,6.51535805177e-300,-0.0,0.232084690942,1.18435295814e-299,0.0744274031759,0.173683252367,0.345474609828,6.51535805177e-300,-0.0,0.759385064517,6.51535805177e-300,0.592049663916,0.370327877391,0.345265378095,4.6116974629e-300,0.291469429856,0.184161587861,6.51535805177e-300,0.335071702024,0.19761745532,3.06366748644e-300,0.220248677867,0.279191878705,0.287738367551,0.670360941191,0.0625,0.0588235294118,0.0625,0.0588235294118,0.0454545454545,0.0588235294118,0.0666666666667,0.0625,0.0714285714286,0.0666666666667,0.0666666666667,0.0625,0.0588235294118,0.0526315789474,0.0666666666667,0.0555555555556,0.0666666666667,0.0625,0.0625,0.0714285714286,0.0625,0.0588235294118,0.0526315789474,0.0666666666667,0.0625,0.0666666666667,0.0625
anchor,0.317771576454,1.0,0.276860059213,0.125106127778,0.32655723675,0.311992636408,0.383169283661,6.51535805177e-300,0.117390952308,0.306436298593,0.0739659320163,0.291987871724,0.359212173789,0.282022610996,0.338921655623,0.304098488279,0.188320571543,4.6116974629e-300,0.364224982593,0.400348882519,0.294692538516,0.211066583301,0.296545533282,0.311992636408,0.241855159473,0.0614422201119,0.228385241963,0.103204637923,0.302419462936,0.359212173789,0.133162730462,0.365377663258,0.222393086986,0.155131457058,0.346447545534,-0.0,0.341117282507,0.355055664529,0.421863886311,0.274908564454,0.385625838265,0.132771262018,0.312398159773,0.218200450001,0.374093436666,0.260620846001,8.15296295079e-300,0.199621102827,0.393431346981,0.329923297477,0.200448067207,0.362992771001,0.29799642417,0.268053040414,0.181528306799,6.51535805177e-300,0.219367209257,0.37709148782,0.17426416915,0.20667470867,0.249649836253,0.303420756503,0.360236509499,0.263654873162,0.263654873162,6.51535805177e-300,-0.0,0.20376663146,6.51535805177e-300,0.0659714989521,0.150173205021,0.37709148782,8.15296295079e-300,-0.0,0.299137234673,8.15296295079e-300,0.286190830599,0.320086632231,0.30118964726,4.6116974629e-300,0.248157770747,0.157943349593,8.15296295079e-300,0.367148605628,0.176707021673,3.06366748644e-300,0.194585641978,0.312398159773,0.256461297568,0.268053040414,0.0666666666667,0.0625,0.0666666666667,0.0625,0.047619047619,0.0625,0.0714285714286,0.0666666666667,0.0769230769231,0.0714285714286,0.0714285714286,0.0666666666667,0.0625,0.0555555555556,0.0714285714286,0.0588235294118,0.0714285714286,0.0666666666667,0.0666666666667,0.0769230769231,0.0666666666667,0.0625,0.0555555555556,0.0714285714286,0.0666666666667,0.0714285714286,0.0666666666667
balloon,0.806541585744,0.276860059213,1.0,0.123750481993,0.322224700274,0.559942951216,0.302393365603,6.51535805177e-300,0.11619655552,0.302618094081,0.0730618437471,0.288519196696,0.283707511021,0.278785348163,0.607608147037,0.300337962431,0.186279936176,4.6116974629e-300,0.287619765582,0.315775055821,0.291159694347,0.208506578342,0.292968390797,0.308035606334,0.238499755153,0.0608170749122,0.225390868814,0.102108924607,0.298700094639,0.283707511021,0.131627931507,0.288519196696,0.219552802552,0.153052426666,0.273739575048,-0.0,0.269574706116,0.280462589375,0.332512674251,0.271831671324,0.304307762938,0.130963306516,0.247109768585,0.215465589809,0.295317890812,0.663026356317,6.51535805177e-300,0.197329705075,0.310388581951,0.260823438749,0.198137754982,0.286658202313,0.535127984014,0.265126876969,0.179631477003,1.18435295814e-299,0.215232917239,0.297655614833,0.171645021046,0.204219512854,0.247109768585,0.299676870654,0.284507059133,0.578173345571,0.260823438749,6.51535805177e-300,-0.0,0.20137964366,1.18435295814e-299,0.0652513303305,0.148224114272,0.297655614833,6.51535805177e-300,-0.0,0.6550365305,6.51535805177e-300,0.514174956616,0.315922995203,0.297500283221,4.6116974629e-300,0.244626484535,0.155788791056,6.51535805177e-300,0.289900923064,0.174909112253,3.06366748644e-300,0.192407757029,0.247109768585,0.253781476227,0.587712876545,0.0625,0.0588235294118,0.0625,0.0588235294118,0.0454545454545,0.0588235294118,0.0666666666667,0.0625,0.0714285714286,0.0666666666667,0.0666666666667,0.0625,0.0588235294118,0.0526315789474,0.0666666666667,0.0555555555556,0.0666666666667,0.0625,0.0625,0.0714285714286,0.0625,0.0588235294118,0.0526315789474,0.0666666666667,0.0625,0.0666666666667,0.0625
banana,0.141007058534,0.125106127778,0.123750481993,1.0,0.144680278141,0.138584682614,0.136154041381,3.06366748644e-300,0.112132866691,0.136250926621,0.533493510774,0.130160725585,0.128076721698,0.125941944977,0.149830443059,0.135267629416,0.119151714419,3.06366748644e-300,0.129771384689,0.141912534408,0.131303160896,0.132779962631,0.13208522028,0.138584682614,0.150980649668,0.447209807811,0.143052402694,0.0983883095213,0.134560916988,0.128076721698,0.126437330573,0.130160725585,0.139508285642,0.146079367268,0.123750481993,-0.0,0.121939259833,0.126669708808,0.14908483571,0.12292103511,0.136979183126,0.124905189526,0.112132866691,0.13702217543,0.13310052306,0.116830645069,3.06366748644e-300,0.125941944977,0.139597192671,0.11812655701,0.126437330573,0.129355039342,0.132697211222,0.120002631927,0.115051703483,3.06366748644e-300,0.201693649335,0.134110071632,0.16292317644,0.130160725585,0.112132866691,0.134982418565,0.128423212024,0.11812655701,0.11812655701,3.06366748644e-300,-0.0,0.128423212024,3.06366748644e-300,0.0628091686789,0.141674657198,0.134110071632,3.06366748644e-300,-0.0,0.133178187369,3.06366748644e-300,0.127708378896,0.141976075888,0.134043012084,3.06366748644e-300,0.154672036521,0.148570045578,3.06366748644e-300,0.130758647918,0.112132866691,3.06366748644e-300,0.12292103511,0.112132866691,0.115051703483,0.120002631927,0.0769230769231,0.0714285714286,0.0769230769231,0.0714285714286,0.0526315789474,0.0714285714286,0.0833333333333,0.0769230769231,0.0909090909091,0.0833333333333,0.0833333333333,0.0769230769231,0.0714285714286,0.0625,0.0833333333333,0.0666666666667,0.0833333333333,0.0769230769231,0.0769230769231,0.0909090909091,0.0769230769231,0.0714285714286,0.0625,0.0833333333333,0.0769230769231,0.0833333333333,0.0769230769231
bed,0.379016737436,0.32655723675,0.322224700274,0.144680278141,1.0,0.370824258708,0.362677824176,6.51535805177e-300,0.134460605218,0.363001134777,0.0873089194204,0.342901292549,0.336126078323,0.329239098473,0.409496093055,0.730594175101,0.217785276826,4.6116974629e-300,0.341631591115,0.382098164943,0.70401319856,0.248791761156,0.349204104277,0.753136100532,0.29271516473,0.0703764467343,0.273212777652,0.118971716035,0.725827260137,0.336126078323,0.155564853544,0.342901292549,0.264681419414,0.186402866953,0.322224700274,-0.0,0.316469306621,0.331580907958,0.406880940105,0.319584340359,0.365435086173,0.160060888048,0.285951067056,0.258763929471,0.352547298899,0.300437169368,6.51535805177e-300,0.233041853272,0.374239556654,0.304476241253,0.234169681788,0.340275827772,0.351217773529,0.310356955716,0.208752272601,6.51535805177e-300,0.287592268134,0.35588398412,0.214730845628,0.242712220619,0.285951067056,0.358777243111,0.337248958845,0.304476241253,0.304476241253,6.51535805177e-300,-0.0,0.238711388616,6.51535805177e-300,0.0763830678706,0.179289996103,0.35588398412,6.51535805177e-300,-0.0,0.352803547968,6.51535805177e-300,0.33493393822,0.38231479604,0.35566195791,4.6116974629e-300,0.301998130814,0.190477550525,6.51535805177e-300,0.34485474598,0.202401740622,3.06366748644e-300,0.226208027234,0.285951067056,0.294923032367,0.310356955716,0.0714285714286,0.0666666666667,0.0714285714286,0.0666666666667,0.05,0.0666666666667,0.0769230769231,0.0714285714286,0.0833333333333,0.0769230769231,0.0769230769231,0.0714285714286,0.0666666666667,0.0588235294118,0.0769230769231,0.0625,0.0769230769231,0.0714285714286,0.0714285714286,0.0833333333333,0.0714285714286,0.0666666666667,0.0588235294118,0.0769230769231,0.0714285714286,0.0769230769231,0.0714285714286
bicycle,0.653560419723,0.311992636408,0.559942951216,0.138584682614,0.370824258708,1.0,0.34480123226,6.51535805177e-300,0.129180020832,0.551442533859,0.0830949392374,0.32687807148,0.320715563094,0.314439712081,0.76620729253,0.342131446963,0.20860965886,4.6116974629e-300,0.325724060101,0.362308070121,0.330271484185,0.236888854805,0.531479722204,0.352156231287,0.276376422991,0.0676125980582,0.258925539303,0.114072468134,0.340007640573,0.320715563094,0.148539857831,0.32687807148,0.251250586889,0.176406139348,0.308035606334,-0.0,0.302771787488,0.316575040605,0.38451556501,0.305621790964,0.347292445692,0.151317509953,0.27472109574,0.245912350976,0.335632148633,0.523640990527,6.51535805177e-300,0.222566559031,0.35523489153,0.291776394556,0.223595050223,0.3244913874,0.66237599306,0.47486706736,0.200307260105,1.29045134634e-299,0.264469277174,0.338654955432,0.20157204487,0.231370672332,0.27472109574,0.341273828191,0.321737684986,0.530387176364,0.291776394556,6.51535805177e-300,-0.0,0.227732206546,1.29045134634e-299,0.0731381738933,0.170022669606,0.338654955432,6.51535805177e-300,-0.0,0.610529736973,6.51535805177e-300,0.633068865719,0.362502836576,0.338453900216,4.6116974629e-300,0.284637377042,0.180051221071,6.51535805177e-300,0.32865275451,0.194452947968,3.06366748644e-300,0.216325062536,0.27472109574,0.282992006837,0.540195995205,0.0769230769231,0.0714285714286,0.0769230769231,0.0714285714286,0.0526315789474,0.0714285714286,0.0833333333333,0.0769230769231,0.0909090909091,0.0833333333333,0.0833333333333,0.0769230769231,0.0714285714286,0.0625,0.0833333333333,0.0666666666667,0.0833333333333,0.0769230769231,0.0769230769231,0.0909090909091,0.0769230769231,0.0714285714286,0.0625,0.0833333333333,0.0769230769231,0.0833333333333,0.0769230769231
blade,0.351873258582,0.383169283661,0.302393365603,0.136154041381,0.362677824176,0.34480123226,1.0,6.51535805177e-300,0.127065566452,0.338027547304,0.0814296113486,0.320531560757,0.39367807024,0.308562664605,0.37799292096,0.335185105334,0.204950847303,4.6116974629e-300,0.603359353412,0.443636446636,0.32379382531,0.232182018207,0.326032251568,0.34480123226,0.269990762732,0.0665058963156,0.253312634803,0.112116159288,0.333146406395,0.39367807024,0.145750979432,0.401095675579,0.245962102902,0.17248651951,0.378398529557,-0.0,0.372048777749,0.388691209935,0.780149065053,0.300066833414,0.706182549732,0.147894335018,0.338144025155,0.240843938244,0.411623334707,0.28312495322,1.23069296108e-299,0.21840667024,0.435157967106,0.358772184168,0.219396989079,0.398223548109,0.32778687708,0.291917724709,0.19693152893,6.51535805177e-300,0.255756104335,0.415256023115,0.196470488163,0.226878488301,0.270224384711,0.334361915844,0.394908739943,0.286709169781,0.286709169781,6.51535805177e-300,-0.0,0.223378867912,6.51535805177e-300,0.0718449223334,0.166378659732,0.415256023115,8.15296295079e-300,-0.0,0.32916770885,8.15296295079e-300,0.313559257327,0.354714077563,0.331654603623,4.6116974629e-300,0.277868948357,0.175969819271,8.15296295079e-300,0.403230795258,0.191270088226,3.06366748644e-300,0.212393155274,0.338144025155,0.278222809059,0.291917724709,0.0714285714286,0.0666666666667,0.0714285714286,0.0666666666667,0.05,0.0666666666667,0.0769230769231,0.0714285714286,0.0833333333333,0.0769230769231,0.0769230769231,0.0714285714286,0.0666666666667,0.0588235294118,0.0769230769231,0.0625,0.0769230769231,0.0714285714286,0.0714285714286,0.0833333333333,0.0714285714286,0.0666666666667,0.0588235294118,0.0769230769231,0.0714285714286,0.0769230769231,0.0714285714286
blender,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,3.06366748644e-300,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,1.0,3.06366748644e-300,6.51535805177e-300,1.60351822991e-300,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,4.6116974629e-300,2.30584873145e-300,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,4.6116974629e-300,6.51535805177e-300,6.51535805177e-300,4.6116974629e-300,1.60351822991e-300,4.6116974629e-300,2.58005136193e-300,6.51535805177e-300,6.51535805177e-300,3.06366748644e-300,6.51535805177e-300,4.6116974629e-300,3.06366748644e-300,6.51535805177e-300,-0.0,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,1.17547784688e-299,6.51535805177e-300,2.58005136193e-300,6.51535805177e-300,4.6116974629e-300,6.51535805177e-300,6.51535805177e-300,3.25767902589e-300,4.6116974629e-300,6.51535805177e-300,6.51535805177e-300,4.6116974629e-300,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,4.6116974629e-300,3.25767902589e-300,3.06366748644e-300,6.51535805177e-300,3.06366748644e-300,4.6116974629e-300,1.17547784688e-299,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,1.17547784688e-299,5.87738923441e-300,-0.0,4.6116974629e-300,3.25767902589e-300,1.60351822991e-300,3.06366748644e-300,6.51535805177e-300,3.25767902589e-300,-0.0,6.51535805177e-300,3.25767902589e-300,6.51535805177e-300,6.51535805177e-300,6.51535805177e-300,2.30584873145e-300,4.6116974629e-300,3.06366748644e-300,3.25767902589e-300,6.51535805177e-300,4.6116974629e-300,1.53183374322e-300,4.6116974629e-300,6.51535805177e-300,1.17547784688e-299,6.51535805177e-300,0.0666666666667,0.0625,0.0666666666667,0.0625,0.047619047619,0.0625,0.0714285714286,0.0666666666667,0.0769230769231,0.0714285714286,0.0714285714286,0.0666666666667,0.0625,0.0555555555556,0.0714285714286,0.0588235294118,0.0714285714286,0.0666666666667,0.0666666666667,0.0769230769231,0.0666666666667,0.0625,0.0555555555556,0.0714285714286,0.0666666666667,0.0714285714286,0.0666666666667
blimp,0.131282283256,0.117390952308,0.11619655552,0.112132866691,0.134460605218,0.129180020832,0.127065566452,3.06366748644e-300,1.0,0.127149944927,0.0654167236872,0.121830287697,0.120002631927,0.11812655701,0.138897733219,0.126293207713,0.112132866691,3.06366748644e-300,0.12148912323,0.132066823321,0.122830606291,0.124122033548,0.123514731636,0.129180020832,0.139885655649,0.0554252239639,0.133053463216,0.092698939991,0.125676945523,0.120002631927,0.172146820869,0.121830287697,0.129982159055,0.196983834869,0.11619655552,-0.0,0.11459827646,0.118766570403,0.138256733124,0.115464980258,0.127783935458,0.115876557695,0.105894933665,0.127821348666,0.124402108474,0.110074835202,3.06366748644e-300,0.11812655701,0.130059335486,0.111224469089,0.118562261144,0.121124151212,0.124049718991,0.112886170317,0.108494290484,3.06366748644e-300,0.277817141522,0.125283579326,0.217906489353,0.121830287697,0.105894933665,0.126044551662,0.120306761175,0.111224469089,0.111224469089,3.06366748644e-300,-0.0,0.120306761175,3.06366748644e-300,0.0590844250589,0.200872390754,0.125283579326,3.06366748644e-300,-0.0,0.124469950823,3.06366748644e-300,0.119679208056,0.132121852088,0.12522505446,3.06366748644e-300,0.1430487617,0.200099287117,3.06366748644e-300,0.122353969794,0.105894933665,4.44830094246e-300,0.115464980258,0.105894933665,0.108494290484,0.112886170317,0.0769230769231,0.0714285714286,0.0769230769231,0.0714285714286,0.0526315789474,0.0714285714286,0.0833333333333,0.0769230769231,0.0909090909091,0.0833333333333,0.0833333333333,0.0769230769231,0.0714285714286,0.0625,0.0833333333333,0.0666666666667,0.0833333333333,0.0769230769231,0.0769230769231,0.0909090909091,0.0769230769231,0.0714285714286,0.0625,0.0833333333333,0.0769230769231,0.0833333333333,0.0769230769231
bottle,0.352177584495,0.306436298593,0.302618094081,0.136250926621,0.363001134777,0.551442533859,0.338027547304,6.51535805177e-300,0.127149944927,1.0,0.0814958288958,0.320784068413,0.314847107361,0.308796659796,0.604575508504,0.335461238148,0.205096687352,4.6116974629e-300,0.319672611364,0.354836525137,0.324051501067,0.232369205168,0.52140114523,0.345093443204,0.270243910009,0.0665500598627,0.253535459847,0.112194167332,0.333419189007,0.314847107361,0.145862009677,0.320784068413,0.246172178498,0.172642040617,0.302618094081,-0.0,0.297536272431,0.310855782297,0.376110643948,0.30028811593,0.340421501674,0.1480301046,0.27040382846,0.241045358402,0.329210575667,0.283321945553,6.51535805177e-300,0.218572296598,0.34804933331,0.286911183107,0.219564121412,0.318485232013,0.524209458771,0.466804969608,0.19706617565,1.04112252024e-299,0.256098178375,0.332118318614,0.196672291397,0.227057218143,0.27040382846,0.334636693444,0.315832108447,0.286911183107,0.286911183107,6.51535805177e-300,-0.0,0.223552124328,1.04112252024e-299,0.0718964640594,0.166523357023,0.332118318614,6.51535805177e-300,-0.0,0.329434012195,6.51535805177e-300,0.501438564281,0.355023339371,0.331924947717,4.6116974629e-300,0.278137091914,0.176131688131,6.51535805177e-300,0.322493024287,0.19139710201,3.06366748644e-300,0.212549783353,0.27040382846,0.278413036541,0.292127147211,0.0769230769231,0.0714285714286,0.0769230769231,0.0714285714286,0.0526315789474,0.0714285714286,0.0833333333333,0.0769230769231,0.0909090909091,0.0833333333333,0.0833333333333,0.0769230769231,0.0714285714286,0.0625,0.0833333333333,0.0666666666667,0.0833333333333,0.0769230769231,0.0769230769231,0.0909090909091,0.0769230769231,0.0714285714286,0.0625,0.0833333333333,0.0769230769231,0.0833333333333,0.0769230769231
